macrostate ID,microstate ID,smiles,charge state,nHydrogens
SM02,micro002,c1ccc2c(c1)c(ncn2)Nc3cccc(c3)C(F)(F)F,0,1
SM02,micro003,FC(F)(F)c1cccc(/N=c2/[nH]cnc3ccccc23)c1,0,1
SM02,micro004,FC(F)(F)c1cccc(/[NH+]=c2\nc[nH]c3ccccc23)c1,1,2
SM02,micro005,c1ccc2c(c1)c([nH+]cn2)Nc3cccc(c3)C(F)(F)F,1,2
SM02,micro006,c1ccc2c(c1)c(ncn2)[NH2+]c3cccc(c3)C(F)(F)F,1,2
SM02,micro007,FC(F)(F)c1cccc(/N=c2/nc[nH]c3ccccc23)c1,0,1
SM02,micro008,c1ccc2c(c1)c(nc[nH+]2)[NH2+]c3cccc(c3)C(F)(F)F,2,3
SM02,micro011,c1ccc2c(c1)c(ncn2)[N-]c3cccc(c3)C(F)(F)F,-1,0
SM02,micro012,c1ccc2c(c1)c([nH+]c[nH+]2)Nc3cccc(c3)C(F)(F)F,2,3
SM02,micro013,c1ccc2c(c1)c([nH+]cn2)[NH2+]c3cccc(c3)C(F)(F)F,2,3
SM02,micro014,c1ccc2c(c1)c([nH+]c[nH+]2)[NH2+]c3cccc(c3)C(F)(F)F,3,4
